source,target,weight
Nucleus ambiguus  ventral division,Kolliker-Fuse subnucleus,5
Central medial nucleus of the thalamus,Substantia nigra,5
Central medial nucleus of the thalamus,Visual areas,5
Medial Entorhinal Area,Subiculum,5
Central medial nucleus of the thalamus,Anterior cingulate area,5
Central medial nucleus of the thalamus,Prelimbic area,5
Central medial nucleus of the thalamus,Prelimbic area,5
Postrhinal cortex,Postrhinal cortex,5
Retrosplenial cortex Area 29c,Retrosplenial cortex Area 29ab unspecified,5
Perirhinal cortex Area 36,Parasubiculum,5
Perirhinal cortex Area 36,Postrhinal cortex,5
Central lateral nucleus of the thalamus,Nucleus accumbens,5
Subiculum,PER,5
Central lateral nucleus of the thalamus,Spinal Cord,5
Central lateral nucleus of the thalamus,Dorsomedial nucleus of the hypothalamus,5
Central lateral nucleus of the thalamus,Lateral habenula,5
Central lateral nucleus of the thalamus,Lateral septal nucleus,5
Central lateral nucleus of the thalamus,Lateral septal nucleus rostral (rostroventral) part,5
Central lateral nucleus of the thalamus,Superior colliculus,5
Central lateral nucleus of the thalamus,Superior colliculus intermediate gray layer,5
Central lateral nucleus of the thalamus,Superior colliculus intermediate white layer,5
Central lateral nucleus of the thalamus,Superior colliculus intermediate deep gray layer,5
Central lateral nucleus of the thalamus,Superior colliculus intermediate deep white layer,5
Central lateral nucleus of the thalamus,Anterior pretectal nucleus,5
Central lateral nucleus of the thalamus,Spinal nucleus of the trigeminal caudal part,5
Central lateral nucleus of the thalamus,Spinal nucleus of the trigeminal caudal part,5
Central lateral nucleus of the thalamus,Entorhinal area  lateral part layers 1-6,5
Central lateral nucleus of the thalamus,Parabrachial nucleus,5
Central lateral nucleus of the thalamus,Substantia nigra,5
Central lateral nucleus of the thalamus,Periaqueductal gray,5
archistriatum intermedium pars ventralis,nucleus olivaris superior,7
Central lateral nucleus of the thalamus,Periaqueductal gray,5
Central lateral nucleus of the thalamus,Dorsal tegmental nucleus,5
Central lateral nucleus of the thalamus,Locus coeruleus,5
Central lateral nucleus of the thalamus,Locus coeruleus,5
Central lateral nucleus of the thalamus,Raphe of mesenchephalon,5
Central lateral nucleus of the thalamus,Dorsal nucleus raphe,5
Central lateral nucleus of the thalamus,Nucleus raphe magnus,5
Central lateral nucleus of the thalamus,Interpeduncular nucleus,5
Central lateral nucleus of the thalamus,Mesencephalic reticular nucleus,5
Central lateral nucleus of the thalamus,Mesencephalic reticular nucleus,5
Central lateral nucleus of the thalamus,Pontine reticular nucleus caudal part,5
Central lateral nucleus of the thalamus,Gigantocellular reticular nucleus,5
Central lateral nucleus of the thalamus,Somatic motor areas,5
Central lateral nucleus of the thalamus,Primary motor area,5
Central lateral nucleus of the thalamus,Secondary motor area,5
Central lateral nucleus of the thalamus,Primary somatosensory area,5
Central lateral nucleus of the thalamus,Visual areas,5
Central lateral nucleus of the thalamus,Anterior cingulate area,5
Central lateral nucleus of the thalamus,Anterior cingulate area dorsal part,5
Central lateral nucleus of the thalamus,Orbital area ventrolateral part,5
Central lateral nucleus of the thalamus,Orbital area ventrolateral part,5
Central lateral nucleus of the thalamus,Retrosplenial area,5
Central lateral nucleus of the thalamus,Retrosplenial area lateral agranular part,5
Parasubiculum,Lateral Entorhinal Area,5
Presubiculum,RSC,5
23,reticular nucleus of thalamus,2
Motor root of the trigeminal nerve,Flocculus,5
CA3,Medial Entorhinal Area,5
Parafascicular nucleus,Caudoputamen,5
Parafascicular nucleus,Hypothalamus,5
Lateral Entorhinal Area,Postrhinal cortex,5
Parafascicular nucleus,Prelimbic area,5
Parafascicular nucleus,Reticular nucleus of the thalamus,5
Parafascicular nucleus,Zona incerta,5
Parafascicular nucleus,Zona incerta,5
Parafascicular nucleus,Superior colliculus,5
Parafascicular nucleus,Pretectal region,5
Parafascicular nucleus,Entorhinal area,5
Parafascicular nucleus,Mesencephalic reticular nucleus,5
Parafascicular nucleus,Primary motor area,5
Parafascicular nucleus,Secondary motor area,5
Parafascicular nucleus,Primary somatosensory area,5
Parafascicular nucleus,Visual areas,5
Parasubiculum,Presubiculum,5
Parafascicular nucleus,Agranular insular area,5
Parafascicular nucleus,Anterior cingulate area,5
Parafascicular nucleus,Parasubiculum,5
Parafascicular nucleus,Subiculum,5
Medial Entorhinal Area,Dentate gyrus,5
Retrosplenial cortex Area 29a,Retrosplenial cortex Area 29a,5
Lateral Entorhinal Area,Cingulate,5
23,anterodorsal nucleus of thalamus,2
Presubiculum,PER,5
CA1,Medial Entorhinal Area,5
Retrosplenial cortex Area 29b,Retrosplenial cortex Area 30,5
Lateral posterior nucleus of the thalamus,Ventral posterior complex of the thalamus,5
Lateral posterior nucleus of the thalamus,Ventral posterior complex of the thalamus,5
Medial Entorhinal Area,Subiculum,5
Lateral posterior nucleus of the thalamus,Anterior hypothalamic area,5
Lateral posterior nucleus of the thalamus,Dorsal part of the lateral geniculate complex,5
Lateral posterior nucleus of the thalamus,Dorsal part of the lateral geniculate complex,5
Lateral posterior nucleus of the thalamus,Auditory areas,5
Lateral posterior nucleus of the thalamus,Ventral part of the lateral geniculate complex,5
Lateral posterior nucleus of the thalamus,Zona incerta,5
Lateral posterior nucleus of the thalamus,Zona incerta,5
Lateral posterior nucleus of the thalamus,Superior colliculus,5
Lateral posterior nucleus of the thalamus,Superior colliculus,5
Lateral posterior nucleus of the thalamus,Superior colliculus,5
Lateral posterior nucleus of the thalamus,Superior colliculus,5
Lateral posterior nucleus of the thalamus,Superior colliculus,5
Lateral posterior nucleus of the thalamus,Superior colliculus,5
Lateral posterior nucleus of the thalamus,Superior colliculus superficial gray layer,5
Lateral posterior nucleus of the thalamus,Superior colliculus superficial gray layer,5
Lateral posterior nucleus of the thalamus,Superior colliculus optic layer,5
Lateral posterior nucleus of the thalamus,Parageminal nucleus,5
Lateral posterior nucleus of the thalamus,Pretectal region,5
Lateral posterior nucleus of the thalamus,Pretectal region,5
Lateral posterior nucleus of the thalamus,Nucleus of the optic tract,5
Lateral posterior nucleus of the thalamus,Nucleus of the optic tract,5
Presubiculum,Presubiculum,5
Lateral posterior nucleus of the thalamus,Secondary motor area,5
Lateral posterior nucleus of the thalamus,Auditory areas,5
CA3,Medial Entorhinal Area,5
Lateral posterior nucleus of the thalamus,Primary visual area,5
Lateral posterior nucleus of the thalamus,Anterior cingulate area dorsal part,5
Lateral posterior nucleus of the thalamus,Hippocampal region,5
Lateral posterior nucleus of the thalamus,Retrosplenial area,5
Lateral posterior nucleus of the thalamus,Retrosplenial area dorsal part,5
Lateral posterior nucleus of the thalamus,Retrosplenial area lateral agranular part,5
Lateral posterior nucleus of the thalamus,Retrosplenial area lateral agranular part,5
Lateral posterior nucleus of the thalamus,Ventral temporal association areas,5
Retrosplenial cortex Area 29c,Retrosplenial cortex Area 30,5
Lateral posterior nucleus of the thalamus,Ventral temporal association areas,5
Lateral posterior nucleus of the thalamus,Ventral temporal association areas,5
Lateral posterior nucleus of the thalamus,Posterior complex of the thalamus,5
Lateral posterior nucleus of the thalamus,Ventral anterior-lateral complex of the thalamus,5
24,reticular nucleus of thalamus,2
Posterior complex of the thalamus,Ventral posterior complex of the thalamus,5
CA1,CA3,5
Lateral Entorhinal Area,Retrosplenial cortex Area 30,5
Posterior complex of the thalamus,Ventral posterolateral nucleus of the thalamus,5
Posterior complex of the thalamus,Reticular nucleus of the thalamus,5
Posterior complex of the thalamus,Ventral part of the lateral geniculate complex,5
Posterior complex of the thalamus,Zona incerta,5
Posterior complex of the thalamus,Zona incerta,5
Posterior complex of the thalamus,Superior colliculus,5
Presubiculum,CA3,5
Posterior complex of the thalamus,Superior colliculus optic layer,5
Posterior complex of the thalamus,Superior colliculus intermediate gray layer,5
Posterior complex of the thalamus,Superior colliculus intermediate white layer,5
Posterior complex of the thalamus,Superior colliculus intermediate deep gray layer,5
Posterior complex of the thalamus,Superior colliculus intermediate deep white layer,5
Posterior complex of the thalamus,Olivary pretectal nucleus,5
Posterior complex of the thalamus,Nucleus of the posterior commissure,5
Posterior complex of the thalamus,Anterior pretectal nucleus,5
Posterior complex of the thalamus,Mesencephalic nucleus of the trigeminal,5
Posterior complex of the thalamus,Principal sensory nucleus of the trigeminal,5
Retrosplenial cortex Area 30,EC,5
Posterior complex of the thalamus,Superior vestibular nucleus,5
Posterior complex of the thalamus,Spinal vestibular nucleus,5
Posterior complex of the thalamus,Substantia nigra,5
Posterior complex of the thalamus,Interstitial nucleus of Cajal,5
Posterior complex of the thalamus,Nucleus raphe magnus,5
Posterior complex of the thalamus,Mesencephalic reticular nucleus,5
Posterior complex of the thalamus,Retrorubral area,5
Posterior complex of the thalamus,Pedunculopontine nucleus,5
Posterior complex of the thalamus,Pontine reticular nucleus caudal part,5
Posterior complex of the thalamus,Gigantocellular reticular nucleus,5
Posterior complex of the thalamus,Primary somatosensory area,5
Posterior complex of the thalamus,Primary visual area,5
Retrosplenial cortex Area 29b,Retrosplenial cortex Area 29a,5
Posterior complex of the thalamus,Red nucleus,5
Posterior complex of the thalamus,Facial nucleus,5
Posterior complex of the thalamus,Suprageniculate nucleus,5
Parasubiculum,Lateral Entorhinal Area,5
Postrhinal cortex,Lateral Entorhinal Area,5
Presubiculum,Retrosplenial cortex Area 29ab unspecified,5
Suprageniculate nucleus,Superior colliculus,5
Suprageniculate nucleus,Superior colliculus,5
Subiculum,RSC,5
CA3,Dentate gyrus,5
Medial Entorhinal Area,Subiculum,5
CA3,CA3,5
CA1,Presubiculum,5
Lateral Entorhinal Area,Dentate gyrus,5
Perirhinal cortex Area 35,Parasubiculum,5
AIP,second somatosensory area of cerebral cortex,2
CA1,CA3,5
Medial Entorhinal Area,Medial Entorhinal Area,5
Ventral group of the dorsal thalamus,Dorsal part of the lateral geniculate complex,5
Ventral group of the dorsal thalamus,Reticular nucleus of the thalamus,5
Ventral group of the dorsal thalamus,Ventral part of the lateral geniculate complex,5
Ventral group of the dorsal thalamus,Primary visual area,5
CA3,CA1,5
Ventral anterior-lateral complex of the thalamus,Reticular nucleus of the thalamus,5
Subiculum,Presubiculum,5
Ventral anterior-lateral complex of the thalamus,Superior colliculus,5
central gray,nucleus pulvinaris thalami,2
nucleus of the optic tract,dorsal lateral geniculate nucleus,2
nucleus of the optic tract,nucleus pulvinaris inferior thalami,2
nucleus of the optic tract,nucleus pulvinaris lateralis thalami,2
nucleus of the optic tract,nucleus pulvinaris lateralis thalami pars alpha,2
nucleus of the optic tract,nucleus pulvinaris medialis thalami,2
nucleus of the optic tract,nucleus pulvinaris thalami,2
nucleus of the pretectal area,nucleus pulvinaris medialis thalami,2
nucleus of the pretectal area,nucleus pulvinaris thalami,2
nucleus of the posterior commissure,nucleus pulvinaris lateralis thalami,2
nucleus of the posterior commissure,nucleus pulvinaris medialis thalami,2
nucleus of the posterior commissure,nucleus pulvinaris thalami,2
olivary nucleus of the pretectum,nucleus pulvinaris lateralis thalami pars alpha,2
olivary nucleus of the pretectum,nucleus pulvinaris medialis thalami,2
olivary nucleus of the pretectum,nucleus pulvinaris thalami,2
parabigeminal nucleus,dorsal lateral geniculate nucleus,2
parabigeminal nucleus,nucleus pulvinaris inferior thalami,2
parabigeminal nucleus,nucleus pulvinaris lateralis thalami,2
Retrosplenial cortex Area 29ab unspecified,Presubiculum,5
parabigeminal nucleus,nucleus pulvinaris lateralis thalami pars alpha,2
principal (or posterior) pretectal nucleus,dorsal lateral geniculate nucleus,2
principal (or posterior) pretectal nucleus,nucleus pulvinaris lateralis thalami,2
principal (or posterior) pretectal nucleus,nucleus pulvinaris lateralis thalami pars alpha,2
principal (or posterior) pretectal nucleus,nucleus pulvinaris medialis thalami,2
principal (or posterior) pretectal nucleus,nucleus pulvinaris thalami,2
principal (or posterior) pretectal nucleus,nucleus pulvinaris thalami,2
superior colliculus layer 2 (sublamina 1),dorsal lateral geniculate nucleus,2
superior colliculus layer 2 (sublamina 1),nucleus pulvinaris inferior thalami,2
superior colliculus layer 2 (sublamina 1),nucleus pulvinaris lateralis thalami,2
superior colliculus layer 2 (sublamina 1),nucleus pulvinaris lateralis thalami pars alpha,2
superior colliculus layer 2 (sublamina 2),dorsal lateral geniculate nucleus,2
superior colliculus layer 2 (sublamina 2),nucleus pulvinaris inferior thalami,2
superior colliculus layer 2 (sublamina 2),nucleus pulvinaris lateralis thalami,2
superior colliculus layer 2 (sublamina 2),nucleus pulvinaris lateralis thalami pars alpha,2
superior colliculus layer 2 (sublamina 2),nucleus pulvinaris medialis thalami,2
superior colliculus layer 2 (sublamina 2),nucleus pulvinaris thalami,2
superior colliculus layer 2 (sublamina 3),dorsal lateral geniculate nucleus,2
superior colliculus layer 2 (sublamina 3),nucleus pulvinaris inferior thalami,2
Presubiculum,PER,5
superior colliculus layer 2 (sublamina 3),nucleus pulvinaris lateralis thalami,2
superior colliculus layer 2 (sublamina 3),nucleus pulvinaris lateralis thalami pars alpha,2
superior colliculus layer 2 (sublamina 3),nucleus pulvinaris medialis thalami,2
superior colliculus layer 2 (sublamina 3),nucleus pulvinaris thalami,2
superior colliculus layer 2 (sublamina 3),nucleus pulvinaris thalami,2
superior colliculus layer 3,dorsal lateral geniculate nucleus,2
superior colliculus layer 3,nucleus pulvinaris inferior thalami,2
superior colliculus layer 3,nucleus pulvinaris lateralis thalami,2
superior colliculus layer 3,nucleus pulvinaris lateralis thalami pars alpha,2
superior colliculus layer 3,nucleus pulvinaris medialis thalami,2
superior colliculus layer 3,nucleus pulvinaris thalami,2
superior colliculus layer 3,nucleus pulvinaris thalami,2
superior colliculus layer 1,nucleus pulvinaris medialis thalami,2
superior colliculus layer 4,nucleus pulvinaris inferior thalami,2
